Theta1;Theta2;Phi1;Phi2;Delta1;Delta2;Delta3;Delta4
60;0;270;0;-1.5249864075939825e-14;-83.01639344262294
55;0;270;0;-1.3979042069611506e-14;-76.0983606557377
50;0;270;0;-1.2708220063283189e-14;-69.18032786885246
45;0;270;0;-1.1437398056954869e-14;-62.26229508196721
40;0;270;0;-1.016657605062655e-14;-55.34426229508196
35;0;270;0;-8.895754044298231e-15;-48.42622950819672
30;0;270;0;-7.624932037969912e-15;-41.50819672131147
25;0;270;0;-6.3541100316415945e-15;-34.59016393442623
20;0;270;0;-5.083288025313275e-15;-27.67213114754098
15;0;270;0;-3.812466018984956e-15;-20.754098360655735
10;0;270;0;-2.5416440126566375e-15;-13.83606557377049
5;0;270;0;-1.2708220063283187e-15;-6.918032786885245
0;0;90;0;0.0;0.0
5;0;90;0;4.2360733544277296e-16;6.918032786885245
10;0;90;0;8.472146708855459e-16;13.83606557377049
15;0;90;0;1.270822006328319e-15;20.754098360655735
20;0;90;0;1.6944293417710919e-15;27.67213114754098
25;0;90;0;2.118036677213865e-15;34.59016393442623
30;0;90;0;2.541644012656638e-15;41.50819672131147
35;0;90;0;2.9652513480994108e-15;48.42622950819672
40;0;90;0;3.3888586835421837e-15;55.34426229508196
45;0;90;0;3.812466018984957e-15;62.26229508196721
50;0;90;0;4.23607335442773e-15;69.18032786885246
55;0;90;0;4.659680689870502e-15;76.0983606557377
60;0;90;0;5.083288025313276e-15;83.01639344262294
0;0;0;0;0.0;0.0
